Wall time,Step,Value
1698458218.4763565,0,1.9305049180984497
1698458569.207642,1,1.9681366682052612
1698458919.9932306,2,1.8052515983581543
1698459278.9625964,3,1.673981785774231
1698459635.914787,4,1.4903297424316406
1698460014.1001725,5,1.3558231592178345
1698460394.327302,6,1.1954717636108398
1698460777.3734488,7,1.0225536823272705
1698461160.9221768,8,1.0159140825271606
1698461536.0284214,9,0.8685883283615112
1698461909.011203,10,0.7762982845306396
1698462282.4375098,11,0.7118303179740906
1698462658.4142523,12,0.7160494923591614
1698463045.1431844,13,0.6270739436149597
1698463428.2517374,14,0.5878342986106873
1698463804.9228528,15,0.5848585963249207
1698464177.0160956,16,0.5388355255126953
1698464547.8912666,17,0.549810528755188
1698464917.6657548,18,0.540404200553894
1698465292.0488315,19,0.575924277305603
1698465669.1444373,20,0.4687484800815582
1698466045.348142,21,0.4641779363155365
1698466417.7873013,22,0.43602505326271057
1698466785.637429,23,0.4215976893901825
1698467152.0025709,24,0.4109664559364319
1698467518.4090195,25,0.4276925325393677
1698467887.9494815,26,0.39965590834617615
1698468263.199487,27,0.4063727557659149
1698468638.0272784,28,0.36636996269226074
1698469013.4244587,29,0.3966177701950073
1698469380.581074,30,0.36427778005599976
1698469747.6566486,31,0.3270690441131592
1698470116.8868716,32,0.348741352558136
1698470492.481035,33,0.32776349782943726
1698470874.3465273,34,0.34960290789604187
1698471258.931663,35,0.3583674430847168
1698471639.3603847,36,0.330105721950531
1698472011.3031049,37,0.35638222098350525
1698472388.5879946,38,0.31376150250434875
1698472762.6437578,39,0.32010504603385925
1698473138.8536882,40,0.3947528898715973
1698473522.5958264,41,0.32844826579093933
1698473906.0964432,42,0.294967383146286
1698474287.8757377,43,0.30634230375289917
1698474663.003746,44,0.29926466941833496
1698475037.3524625,45,0.2965742349624634
1698475409.700308,46,0.2813244163990021
1698475782.8899603,47,0.2752426266670227
1698476164.59955,48,0.3520217835903168
1698476546.319486,49,0.3044143319129944
1698476927.4598463,50,0.276672899723053
1698477297.7533426,51,0.27524223923683167
1698477664.1594133,52,0.26254943013191223
1698478028.8823225,53,0.24998869001865387
1698478399.238694,54,0.2902783453464508
1698478767.8750443,55,0.26397040486335754
1698479143.1579423,56,0.3028159737586975
1698479521.3560178,57,0.22589589655399323
1698479891.474215,58,0.2468314915895462
1698480254.4999156,59,0.27113136649131775
1698480617.2763343,60,0.2371440976858139
1698480972.435024,61,0.24270592629909515
