Wall time,Step,Value
1695177357.5402093,0,1.0997713804244995
1695178129.0364344,1,0.16187220811843872
1695178898.6466405,2,0.08623229712247849
1695179666.3675933,3,0.06854002177715302
1695180436.8756402,4,0.06603296101093292
1695181205.1398132,5,0.06202547252178192
1695181976.2039597,6,0.053808022290468216
1695182743.877006,7,0.047073930501937866
1695183511.4864147,8,0.04347236827015877
1695184278.8575163,9,0.04184786230325699
1695185046.8606062,10,0.037839312106370926
1695185816.4522543,11,0.036657094955444336
1695186585.1719232,12,0.036523498594760895
1695187352.305173,13,0.03468356281518936
1695188119.4124267,14,0.033023033291101456
1695188887.1714602,15,0.032940272241830826
1695189654.664549,16,0.0315021313726902
1695190421.805719,17,0.030389506369829178
1695191188.1583953,18,0.029372908174991608
1695191955.2479038,19,0.0287861879914999
1695192722.3221142,20,0.02737094834446907
1695193488.5995739,21,0.026757296174764633
1695194254.5347304,22,0.025696635246276855
1695195022.6244504,23,0.025458358228206635
1695195789.554759,24,0.02431376650929451
1695196555.9190688,25,0.02364029735326767
1695197322.7325563,26,0.02322106808423996
1695198089.5605829,27,0.02357432246208191
1695198856.7804224,28,0.022998392581939697
1695199623.5411963,29,0.022244807332754135
1695200390.6199582,30,0.02183081954717636
1695201157.8992176,31,0.0208758432418108
1695201939.289121,32,0.02080984227359295
1695202725.199774,33,0.019888585433363914
1695203494.8692462,34,0.01972988061606884
1695204260.9032156,35,0.01915098913013935
1695205032.0938008,36,0.019051795825362206
1695205793.91217,37,0.017610926181077957
1695206553.608402,38,0.01872044987976551
1695207323.5483935,39,0.017378373071551323
1695208102.005248,40,0.017542246729135513
1695208874.4334915,41,0.01717267744243145
1695209644.5788522,42,0.016873901709914207
1695210416.4046097,43,0.01671595685184002
1695211195.7972994,44,0.016611158847808838
1695211967.2766016,45,0.016834678128361702
1695212736.4517436,46,0.01667620986700058
1695213498.469158,47,0.016500165686011314
1695214252.3221638,48,0.015919135883450508
1695215007.4851482,49,0.01590406894683838
1695215762.266478,50,0.015429365448653698
1695216516.119848,51,0.015607667155563831
1695217274.0662646,52,0.016022393479943275
1695218031.9828913,53,0.015849178656935692
1695218790.4169927,54,0.015493757091462612
1695219549.468391,55,0.01501353271305561
1695220306.5475268,56,0.01471965666860342
1695221063.993605,57,0.014761732891201973
1695221822.2333784,58,0.014448519796133041
1695222580.9192142,59,0.014514399692416191
1695223338.9817612,60,0.014363231137394905
1695224095.5931969,61,0.01382940262556076
1695224852.29013,62,0.013522262685000896
1695225608.742961,63,0.01387033797800541
1695226366.4837615,64,0.013280712068080902
1695227124.3592625,65,0.013450361788272858
