Wall time,Step,Value
1698937479.2613342,0,1.098644733428955
1698937499.7545729,1,1.1017197370529175
1698937520.376867,2,1.119555115699768
1698937541.1015368,3,1.1209747791290283
1698937561.7622306,4,1.0664302110671997
1698937582.4162204,5,1.0222837924957275
1698937603.0377145,6,0.9829874634742737
1698937623.8054435,7,0.9408285021781921
1698937644.5365632,8,0.8749744892120361
1698937665.1979384,9,0.8023784756660461
1698937685.833294,10,0.6870108842849731
1698937706.6559372,11,0.5577007532119751
1698937727.3801696,12,0.4499887228012085
1698937747.8938768,13,0.35287854075431824
1698937768.5377474,14,0.27491340041160583
1698937789.219659,15,0.24582308530807495
1698937809.7099245,16,0.19139663875102997
1698937830.462305,17,0.16594059765338898
1698937850.979185,18,0.15972070395946503
1698937871.5505524,19,0.14275725185871124
1698937891.9727843,20,0.09067381918430328
1698937912.7506156,21,0.08379867672920227
1698937933.57094,22,0.08123677223920822
1698937954.0614643,23,0.08230626583099365
1698937974.799454,24,0.10248750448226929
1698937995.4641888,25,0.08721473813056946
1698938015.918509,26,0.03853129968047142
1698938036.357399,27,0.02784644439816475
1698938055.9084141,28,0.041140634566545486
1698938074.333355,29,0.06484264880418777
1698938092.6923118,30,0.02627716399729252
1698938110.8378487,31,0.03266509249806404
1698938128.8371882,32,0.026536470279097557
1698938149.3911903,33,0.03335554152727127
1698938169.6944263,34,0.03972579166293144
1698938190.5095856,35,0.015298151411116123
1698938211.0069685,36,0.014089341275393963
1698938231.6257339,37,0.01929117739200592
1698938252.243703,38,0.01591849885880947
1698938273.0202155,39,0.017474066466093063
1698938293.8179357,40,0.009768200106918812
1698938314.2551184,41,0.015343080274760723
1698938335.0251644,42,0.00940918643027544
1698938355.7176874,43,0.0163011085242033
1698938376.4263742,44,0.011475936509668827
1698938397.027756,45,0.013620606623589993
1698938417.6382236,46,0.008910289034247398
1698938438.299443,47,0.011298678815364838
1698938458.9192011,48,0.011157869361341
1698938479.560176,49,0.011808464303612709
1698938500.126526,50,0.01050580944865942
1698938520.846122,51,0.00650170911103487
1698938541.4862082,52,0.010552287101745605
1698938562.1368747,53,0.010195245034992695
1698938582.7935839,54,0.007209406234323978
1698938603.5490394,55,0.00790104828774929
1698938624.464993,56,0.011790663935244083
